,CVE_ENT,CVE_MUN,CVE_MOD,CVE_TIPO,CVE_SUBTIPO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,TOTAL_DELITOS,VIVIENDA_ENDUTIH_2015
53878,16,36,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53879,16,36,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53880,16,36,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53881,16,36,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53882,16,36,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53883,16,36,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53884,16,36,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53885,16,36,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53886,16,36,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53887,16,36,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53888,16,36,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53889,16,36,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53890,16,36,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53891,16,36,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53892,16,36,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53893,16,36,3,8,9,0,0,0,0,0,0,1,0,0,0,0,0,1,3
53894,16,36,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53895,16,36,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53896,16,36,3,8,6,0,0,0,0,0,0,1,0,0,0,0,0,1,3
53897,16,36,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53898,16,36,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53899,16,36,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53900,16,36,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53901,16,36,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53902,16,36,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53903,16,36,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53904,16,36,2,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,3
53905,16,36,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53906,16,36,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53907,16,36,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53908,16,36,2,7,6,1,1,0,0,0,0,0,0,0,0,0,0,1,3
53909,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53910,16,36,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53911,16,36,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53912,16,36,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,3
53913,16,36,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53914,16,36,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53915,16,36,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53916,16,36,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53917,16,36,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53918,16,36,4,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53919,16,36,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53920,16,36,4,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53921,16,36,4,13,14,2,0,0,0,0,0,0,1,1,1,0,0,3,3
53988,16,38,6,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53989,16,38,6,15,17,0,0,0,0,1,0,0,0,0,0,3,0,4,3
53990,16,38,6,15,18,0,0,0,1,0,0,0,0,2,2,0,0,5,3
53991,16,38,6,15,19,0,0,0,0,0,0,0,0,0,0,1,1,2,3
53992,16,38,6,15,20,0,0,0,0,0,0,0,0,0,0,0,1,1,3
53993,16,38,6,15,10,0,0,0,1,4,1,3,0,1,0,0,2,12,3
53994,16,38,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53995,16,38,6,16,16,2,1,1,0,0,0,0,0,0,3,1,0,6,3
53996,16,38,6,16,17,0,0,0,0,1,0,0,0,0,0,0,0,1,3
53997,16,38,6,16,18,0,0,0,0,0,0,0,0,1,0,1,3,5,3
53998,16,38,6,16,19,0,0,1,0,0,0,0,0,0,0,0,0,1,3
53999,16,38,6,16,20,1,0,0,0,0,0,0,0,0,0,0,0,0,3
54000,16,38,6,16,10,4,1,2,3,3,0,3,0,0,1,0,5,18,3
54001,16,38,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54002,16,38,7,17,21,0,0,0,0,0,0,0,0,0,0,0,2,2,3
54003,16,38,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54004,16,38,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54005,16,38,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54006,16,38,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54007,16,38,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54008,16,38,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54009,16,38,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54010,16,38,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54011,16,38,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54012,16,38,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54013,16,38,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54014,16,38,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54015,16,38,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54016,16,38,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54017,16,38,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54018,16,38,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54019,16,38,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54020,16,38,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54021,16,38,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54022,16,38,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54023,16,38,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54024,16,38,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54025,16,38,3,8,9,0,0,0,1,1,0,0,0,0,0,0,1,3,3
54026,16,38,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54027,16,38,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54028,16,38,3,8,6,0,1,0,2,2,2,1,0,0,1,6,2,17,3
54029,16,38,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54030,16,38,3,9,8,0,0,0,0,0,1,0,0,0,0,0,0,1,3
54031,16,38,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54032,16,38,3,9,6,0,0,1,2,3,3,1,0,0,1,0,2,13,3
54033,16,38,2,6,8,0,0,0,0,0,0,5,1,1,1,1,2,11,3
54034,16,38,2,6,9,0,0,0,0,0,0,1,0,0,0,0,0,1,3
54035,16,38,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54036,16,38,2,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3
54037,16,38,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54038,16,38,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54039,16,38,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54040,16,38,2,7,6,0,1,1,0,1,0,2,3,1,0,0,1,10,3
54041,16,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
54042,16,38,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,5,3
54043,16,38,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,3
54044,16,38,0,3,3,0,0,0,0,0,0,0,0,2,0,1,0,3,3
54045,16,38,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54046,16,38,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54047,16,38,0,4,6,0,0,1,0,0,0,0,0,0,0,1,0,2,3
54048,16,38,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54049,16,38,1,5,7,1,0,0,0,1,0,0,0,0,0,0,0,1,3
54050,16,38,4,10,11,1,0,0,0,1,1,0,0,1,0,0,0,3,3
54051,16,38,4,11,12,0,0,0,0,0,0,0,0,0,0,1,0,1,3
54052,16,38,4,12,13,0,0,0,1,0,0,0,0,0,1,1,0,3,3
54053,16,38,4,13,14,1,2,3,3,1,2,1,0,0,3,3,1,19,3
54186,16,41,6,15,16,0,0,0,0,0,0,1,0,0,0,0,0,1,3
54187,16,41,6,15,17,0,0,1,0,0,0,0,0,0,0,0,0,1,3
54188,16,41,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54189,16,41,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54190,16,41,6,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54191,16,41,6,15,10,0,0,1,1,1,0,1,0,0,0,0,0,4,3
54192,16,41,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54193,16,41,6,16,16,0,0,0,0,0,0,0,0,0,0,1,0,1,3
54194,16,41,6,16,17,0,0,0,0,0,1,0,0,0,0,0,1,2,3
54195,16,41,6,16,18,0,0,1,0,0,0,1,0,0,1,0,1,4,3
54196,16,41,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54197,16,41,6,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54198,16,41,6,16,10,0,0,1,0,0,1,0,0,0,0,0,1,3,3
54199,16,41,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54200,16,41,7,17,21,0,1,0,1,0,0,0,0,1,0,0,0,3,3
54201,16,41,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54202,16,41,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54203,16,41,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54204,16,41,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54205,16,41,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54206,16,41,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54207,16,41,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54208,16,41,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54209,16,41,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54210,16,41,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54211,16,41,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54212,16,41,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54213,16,41,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54214,16,41,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54215,16,41,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54216,16,41,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54217,16,41,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54218,16,41,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54219,16,41,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54220,16,41,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54221,16,41,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54222,16,41,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54223,16,41,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54224,16,41,3,8,8,0,0,0,0,0,0,0,0,0,0,0,1,1,3
54225,16,41,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54226,16,41,3,8,6,0,0,0,0,0,0,0,1,0,0,1,0,2,3
54227,16,41,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54228,16,41,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54229,16,41,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54230,16,41,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54231,16,41,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54232,16,41,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54233,16,41,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54234,16,41,2,6,6,0,0,1,0,0,0,0,0,0,1,0,0,2,3
54235,16,41,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54236,16,41,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54237,16,41,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54238,16,41,2,7,6,0,1,0,0,0,1,0,1,0,0,0,0,3,3
54239,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54240,16,41,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,3,3
54241,16,41,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54242,16,41,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,3
54243,16,41,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54244,16,41,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54245,16,41,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54246,16,41,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54247,16,41,1,5,7,0,0,0,0,0,0,0,0,0,0,1,0,1,3
54248,16,41,4,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54249,16,41,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54250,16,41,4,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54251,16,41,4,13,14,0,0,0,1,0,0,0,1,0,1,0,0,3,3
54318,16,43,6,15,16,0,0,0,0,1,0,1,0,0,0,0,0,2,3
54319,16,43,6,15,17,0,0,0,0,0,0,0,0,0,0,1,0,1,3
54320,16,43,6,15,18,0,0,1,0,0,0,0,0,0,1,5,3,10,3
54321,16,43,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54322,16,43,6,15,20,0,0,0,0,1,0,0,0,1,1,0,0,3,3
54323,16,43,6,15,10,1,0,0,0,1,0,3,0,0,1,0,1,6,3
54324,16,43,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54325,16,43,6,16,16,0,1,0,1,2,3,3,2,3,3,6,5,29,3
54326,16,43,6,16,17,0,1,0,0,1,0,0,2,3,0,2,0,9,3
54327,16,43,6,16,18,1,3,3,5,7,4,6,0,4,3,3,1,39,3
54328,16,43,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54329,16,43,6,16,20,0,1,0,0,1,0,0,0,0,0,1,0,3,3
54330,16,43,6,16,10,9,2,6,4,4,6,9,9,10,4,13,10,77,3
54331,16,43,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54332,16,43,7,17,21,0,0,0,0,0,0,0,0,0,1,0,1,2,3
54333,16,43,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54334,16,43,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54335,16,43,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54336,16,43,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54337,16,43,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54338,16,43,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54339,16,43,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54340,16,43,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54341,16,43,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54342,16,43,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54343,16,43,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54344,16,43,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54345,16,43,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54346,16,43,8,15,23,0,0,0,0,1,0,0,0,0,0,0,0,1,3
54347,16,43,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54348,16,43,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54349,16,43,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54350,16,43,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54351,16,43,8,16,23,0,0,0,0,0,0,0,0,1,0,0,0,1,3
54352,16,43,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54353,16,43,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54354,16,43,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54355,16,43,3,8,9,0,1,0,1,0,0,0,0,0,1,0,0,3,3
54356,16,43,3,8,8,0,0,0,0,0,0,0,1,0,0,0,2,3,3
54357,16,43,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54358,16,43,3,8,6,3,6,0,1,3,1,2,5,8,4,6,8,44,3
54359,16,43,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54360,16,43,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54361,16,43,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54362,16,43,3,9,6,3,0,4,0,2,2,1,3,5,5,6,2,30,3
54363,16,43,2,6,8,0,0,0,0,2,0,0,1,1,0,3,1,8,3
54364,16,43,2,6,9,0,0,0,0,1,0,0,0,0,0,0,0,1,3
54365,16,43,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54366,16,43,2,6,6,0,1,0,2,0,0,0,0,1,0,2,0,6,3
54367,16,43,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54368,16,43,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54369,16,43,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54370,16,43,2,7,6,0,3,2,1,3,2,1,2,2,1,2,2,21,3
54371,16,43,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3
54372,16,43,0,1,1,1,0,1,3,0,0,0,2,1,1,1,1,10,3
54373,16,43,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3
54374,16,43,0,3,3,0,1,0,0,0,0,0,0,1,1,0,0,3,3
54375,16,43,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54376,16,43,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54377,16,43,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54378,16,43,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54379,16,43,1,5,7,0,0,1,0,0,0,0,2,0,1,0,0,4,3
54380,16,43,4,10,11,0,0,0,0,0,0,0,1,1,0,0,0,2,3
54381,16,43,4,11,12,0,1,0,0,0,0,0,0,0,0,0,0,1,3
54382,16,43,4,12,13,0,1,0,0,0,0,1,1,1,2,1,0,7,3
54383,16,43,4,13,14,4,4,6,4,9,7,3,1,3,10,10,8,65,3
54384,16,44,6,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54385,16,44,6,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54386,16,44,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54387,16,44,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54388,16,44,6,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54389,16,44,6,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54390,16,44,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54391,16,44,6,16,16,1,0,0,0,0,1,1,1,0,0,0,0,3,3
54392,16,44,6,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54393,16,44,6,16,18,0,1,0,0,0,0,0,0,0,0,0,0,1,3
54394,16,44,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54395,16,44,6,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54396,16,44,6,16,10,0,0,0,0,0,1,0,0,0,0,1,0,2,3
54397,16,44,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54398,16,44,7,17,21,0,0,0,0,1,1,0,0,0,0,0,0,2,3
54399,16,44,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54400,16,44,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54401,16,44,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54402,16,44,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54403,16,44,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54404,16,44,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54405,16,44,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54406,16,44,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54407,16,44,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54408,16,44,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54409,16,44,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54410,16,44,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54411,16,44,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54412,16,44,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54413,16,44,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54414,16,44,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54415,16,44,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54416,16,44,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54417,16,44,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54418,16,44,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54419,16,44,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54420,16,44,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54421,16,44,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54422,16,44,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54423,16,44,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54424,16,44,3,8,6,0,0,0,0,0,0,0,0,1,0,0,0,1,3
54425,16,44,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54426,16,44,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54427,16,44,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54428,16,44,3,9,6,0,0,0,1,0,0,0,0,0,0,0,0,1,3
54429,16,44,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54430,16,44,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54431,16,44,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54432,16,44,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54433,16,44,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54434,16,44,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54435,16,44,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54436,16,44,2,7,6,0,1,0,1,0,1,0,0,0,0,0,0,3,3
54437,16,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54438,16,44,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54439,16,44,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54440,16,44,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54441,16,44,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54442,16,44,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54443,16,44,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54444,16,44,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54445,16,44,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54446,16,44,4,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54447,16,44,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54448,16,44,4,12,13,0,0,0,0,0,0,0,1,1,0,0,0,2,3
54449,16,44,4,13,14,2,0,0,1,0,2,3,0,1,0,2,0,9,3
54648,16,47,6,15,16,0,0,0,0,1,0,0,0,0,0,2,0,3,3
54649,16,47,6,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54650,16,47,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54651,16,47,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54652,16,47,6,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54653,16,47,6,15,10,0,0,0,0,0,0,0,0,0,0,1,0,1,3
54654,16,47,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54655,16,47,6,16,16,1,0,0,0,0,2,0,0,0,0,0,0,2,3
54656,16,47,6,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54657,16,47,6,16,18,0,0,0,0,0,0,0,1,1,0,0,0,2,3
54658,16,47,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54659,16,47,6,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54660,16,47,6,16,10,0,0,0,1,0,0,2,1,1,0,0,0,5,3
54661,16,47,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54662,16,47,7,17,21,1,0,0,0,0,0,0,0,0,0,0,0,0,3
54663,16,47,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54664,16,47,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54665,16,47,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54666,16,47,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54667,16,47,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54668,16,47,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54669,16,47,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54670,16,47,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54671,16,47,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54672,16,47,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54673,16,47,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54674,16,47,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54675,16,47,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54676,16,47,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3
