,CVE_ENT,CVE_MUN,CVE_MOD,CVE_TIPO,CVE_SUBTIPO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,TOTAL_DELITOS,VIVIENDA_ENDUTIH_2015
14284,7,111,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14285,7,111,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14286,7,111,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14287,7,111,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14288,7,111,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14289,7,111,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14290,7,111,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14291,7,111,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14292,7,111,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14293,7,111,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14294,7,111,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14295,7,111,3,8,10,0,0,0,0,2,0,0,0,1,0,0,1,4,3
14296,7,111,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14297,7,111,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14298,7,111,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14299,7,111,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14300,7,111,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14301,7,111,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14302,7,111,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14303,7,111,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14304,7,111,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14305,7,111,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14306,7,111,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14307,7,111,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14308,7,111,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14309,7,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14310,7,111,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1,4,3
14311,7,111,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14312,7,111,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14313,7,111,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14314,7,111,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14315,7,111,0,4,6,0,0,0,1,0,0,0,0,0,0,0,1,2,3
14316,7,111,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14317,7,111,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14318,7,111,4,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14319,7,111,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14320,7,111,4,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14321,7,111,4,13,14,0,2,1,0,3,0,2,1,0,1,2,1,13,3
14388,5,2,6,15,16,0,0,0,0,0,1,2,0,1,1,0,0,5,2
14389,5,2,6,15,17,1,0,3,0,0,2,0,1,1,0,1,1,9,2
14390,5,2,6,15,18,0,0,0,2,1,1,0,0,1,0,0,0,5,2
14391,5,2,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14392,5,2,6,15,20,6,4,4,0,1,2,3,2,11,0,1,5,33,2
14393,5,2,6,15,10,0,0,0,0,0,0,0,0,0,0,4,0,4,2
14394,5,2,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14395,5,2,6,16,16,22,20,15,17,12,22,21,26,23,26,9,12,203,2
14396,5,2,6,16,17,8,10,7,7,4,10,5,6,7,4,1,5,66,2
14397,5,2,6,16,18,3,0,0,3,2,3,5,1,2,0,0,2,18,2
14398,5,2,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14399,5,2,6,16,20,1,4,3,7,5,11,9,1,1,4,0,2,47,2
14400,5,2,6,16,10,3,8,8,6,2,3,8,9,10,21,6,5,86,2
14401,5,2,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14402,5,2,7,17,21,0,0,0,2,0,1,1,2,4,1,0,0,11,2
14403,5,2,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14404,5,2,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14405,5,2,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14406,5,2,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14407,5,2,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14408,5,2,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14409,5,2,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14410,5,2,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14411,5,2,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14412,5,2,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14413,5,2,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14414,5,2,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14415,5,2,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14416,5,2,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14417,5,2,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14418,5,2,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14419,5,2,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14420,5,2,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14421,5,2,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14422,5,2,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14423,5,2,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14424,5,2,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14425,5,2,3,8,9,0,0,0,0,1,1,4,1,4,4,1,4,20,2
14426,5,2,3,8,8,0,0,0,0,0,0,1,0,0,0,0,0,1,2
14427,5,2,3,8,10,48,44,41,52,45,50,57,55,46,30,32,49,501,2
14428,5,2,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14429,5,2,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14430,5,2,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14431,5,2,3,9,10,3,2,1,1,1,0,2,2,4,1,7,1,22,2
14432,5,2,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14433,5,2,2,6,8,0,0,1,0,1,0,0,0,0,0,1,0,3,2
14434,5,2,2,6,9,1,0,1,0,0,0,0,0,0,0,0,0,1,2
14435,5,2,2,6,10,1,0,1,3,0,0,0,0,0,2,0,0,6,2
14436,5,2,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14437,5,2,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14438,5,2,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14439,5,2,2,7,10,0,0,1,0,1,0,2,0,2,0,0,3,9,2
14440,5,2,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14441,5,2,0,0,0,1,4,2,7,3,5,0,5,2,3,2,1,34,2
14442,5,2,0,1,1,38,41,33,42,31,34,50,47,43,51,36,62,470,2
14443,5,2,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0,3,2
14444,5,2,0,3,3,13,4,4,3,9,3,2,1,1,1,1,3,32,2
14445,5,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14446,5,2,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14447,5,2,0,4,6,0,0,0,1,1,1,8,11,2,1,0,0,25,2
14448,5,2,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14449,5,2,1,5,7,0,1,1,2,1,0,1,1,1,1,1,1,11,2
14450,5,2,4,10,11,6,9,7,11,10,17,18,7,17,7,6,9,118,2
14451,5,2,4,11,12,0,1,0,0,0,1,1,1,0,0,0,0,4,2
14452,5,2,4,12,13,3,5,6,5,4,7,6,7,10,6,3,4,63,2
14453,5,2,4,13,14,106,96,136,146,111,117,145,116,110,180,115,110,1382,2
14718,5,7,6,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14719,5,7,6,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14720,5,7,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14721,5,7,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14722,5,7,6,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14723,5,7,6,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14724,5,7,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14725,5,7,6,16,16,1,0,2,0,1,1,1,4,3,0,0,1,13,2
14726,5,7,6,16,17,3,0,0,0,0,0,2,1,1,1,0,1,6,2
14727,5,7,6,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14728,5,7,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14729,5,7,6,16,20,1,0,1,1,1,0,0,2,0,1,0,0,6,2
14730,5,7,6,16,10,0,1,0,0,1,1,1,1,0,2,1,1,9,2
14731,5,7,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14732,5,7,7,17,21,0,0,0,0,1,0,0,1,0,0,0,1,3,2
14733,5,7,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14734,5,7,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14735,5,7,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14736,5,7,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14737,5,7,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14738,5,7,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14739,5,7,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14740,5,7,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14741,5,7,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14742,5,7,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14743,5,7,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14744,5,7,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14745,5,7,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14746,5,7,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14747,5,7,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14748,5,7,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14749,5,7,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14750,5,7,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14751,5,7,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14752,5,7,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14753,5,7,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14754,5,7,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14755,5,7,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14756,5,7,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14757,5,7,3,8,10,0,0,0,1,1,1,1,3,1,1,1,0,10,2
14758,5,7,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14759,5,7,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14760,5,7,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14761,5,7,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14762,5,7,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14763,5,7,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14764,5,7,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14765,5,7,2,6,10,0,0,1,0,0,0,0,0,0,0,0,0,1,2
14766,5,7,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14767,5,7,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14768,5,7,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14769,5,7,2,7,10,1,0,0,0,0,0,1,0,0,1,0,0,2,2
14770,5,7,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14771,5,7,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,2
14772,5,7,0,1,1,2,2,0,1,1,2,1,2,2,3,4,2,20,2
14773,5,7,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2
14774,5,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14775,5,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14776,5,7,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14777,5,7,0,4,6,0,0,0,0,1,0,1,0,0,0,0,0,2,2
14778,5,7,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14779,5,7,1,5,7,0,0,1,0,0,0,0,0,0,0,0,0,1,2
14780,5,7,4,10,11,1,0,0,0,0,0,0,1,0,0,1,0,2,2
14781,5,7,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14782,5,7,4,12,13,0,0,0,0,0,1,0,0,0,0,0,0,1,2
14783,5,7,4,13,14,5,5,2,2,2,2,4,1,5,3,3,3,32,2
14850,5,9,6,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14851,5,9,6,15,17,0,1,0,2,0,1,1,0,0,0,0,0,5,2
14852,5,9,6,15,18,0,0,0,0,1,0,0,0,0,0,0,0,1,2
14853,5,9,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14854,5,9,6,15,20,0,2,3,2,1,3,2,2,0,1,0,0,16,2
14855,5,9,6,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14856,5,9,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14857,5,9,6,16,16,3,3,4,7,3,3,7,5,3,0,1,1,37,2
14858,5,9,6,16,17,1,2,2,6,4,1,1,0,5,1,0,1,23,2
14859,5,9,6,16,18,0,0,0,0,0,0,0,0,1,1,1,0,3,2
14860,5,9,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14861,5,9,6,16,20,1,1,1,1,2,3,1,2,2,0,0,1,14,2
14862,5,9,6,16,10,1,0,0,3,0,2,1,0,1,1,4,2,14,2
14863,5,9,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14864,5,9,7,17,21,2,0,1,1,0,0,0,0,0,0,0,0,2,2
14865,5,9,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14866,5,9,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14867,5,9,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14868,5,9,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14869,5,9,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14870,5,9,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14871,5,9,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14872,5,9,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14873,5,9,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14874,5,9,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14875,5,9,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14876,5,9,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14877,5,9,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14878,5,9,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14879,5,9,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14880,5,9,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14881,5,9,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14882,5,9,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14883,5,9,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14884,5,9,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14885,5,9,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14886,5,9,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14887,5,9,3,8,9,0,0,0,0,0,0,2,0,1,0,0,1,4,2
14888,5,9,3,8,8,0,0,0,0,0,1,0,0,0,0,0,0,1,2
14889,5,9,3,8,10,7,3,7,12,7,9,8,9,11,7,2,3,78,2
14890,5,9,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14891,5,9,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14892,5,9,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14893,5,9,3,9,10,0,0,1,0,0,0,1,0,1,0,0,3,6,2
14894,5,9,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14895,5,9,2,6,8,0,0,0,0,1,0,0,0,0,0,0,0,1,2
14896,5,9,2,6,9,0,0,0,2,0,0,0,0,0,0,0,0,2,2
14897,5,9,2,6,10,0,0,1,0,0,0,0,0,0,1,0,1,3,2
14898,5,9,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14899,5,9,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14900,5,9,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14901,5,9,2,7,10,0,0,0,0,0,0,1,0,0,0,0,0,1,2
14902,5,9,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14903,5,9,0,0,0,3,0,0,3,0,1,1,0,0,0,0,0,5,2
14904,5,9,0,1,1,8,1,4,3,2,3,3,2,5,7,3,3,36,2
14905,5,9,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2
14906,5,9,0,3,3,0,2,0,0,1,2,2,0,1,0,2,1,11,2
14907,5,9,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14908,5,9,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14909,5,9,0,4,6,0,0,0,3,0,0,0,0,1,0,0,0,4,2
14910,5,9,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14911,5,9,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14912,5,9,4,10,11,2,1,2,4,0,1,1,0,2,0,0,0,11,2
14913,5,9,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14914,5,9,4,12,13,0,3,0,0,0,0,2,1,1,1,0,1,9,2
14915,5,9,4,13,14,19,9,12,16,16,17,16,24,9,21,11,7,158,2
14916,5,10,6,15,16,0,0,1,0,0,0,0,0,1,1,0,0,3,0
14917,5,10,6,15,17,2,4,2,0,0,0,4,0,0,3,1,2,16,0
14918,5,10,6,15,18,0,0,0,0,0,0,0,0,1,1,0,0,2,0
14919,5,10,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14920,5,10,6,15,20,2,4,4,3,2,1,2,1,6,4,1,3,31,0
14921,5,10,6,15,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14922,5,10,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14923,5,10,6,16,16,18,11,7,5,11,9,13,7,11,14,14,18,120,0
14924,5,10,6,16,17,11,5,5,5,4,5,6,4,9,5,2,4,54,0
14925,5,10,6,16,18,4,1,2,4,1,2,5,3,2,3,1,3,27,0
14926,5,10,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14927,5,10,6,16,20,9,7,7,10,6,4,11,4,7,0,0,0,56,0
14928,5,10,6,16,10,5,4,4,4,1,7,5,1,5,13,19,11,74,0
14929,5,10,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14930,5,10,7,17,21,1,1,0,1,1,0,1,1,1,0,0,0,6,0
14931,5,10,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14932,5,10,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14933,5,10,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14934,5,10,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14935,5,10,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14936,5,10,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14937,5,10,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14938,5,10,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14939,5,10,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14940,5,10,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14941,5,10,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14942,5,10,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14943,5,10,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14944,5,10,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14945,5,10,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14946,5,10,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14947,5,10,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14948,5,10,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14949,5,10,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14950,5,10,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14951,5,10,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14952,5,10,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14953,5,10,3,8,9,0,0,0,0,0,0,1,0,1,1,0,0,3,0
14954,5,10,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14955,5,10,3,8,10,15,16,19,24,6,15,21,16,22,12,9,24,184,0
14956,5,10,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14957,5,10,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14958,5,10,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14959,5,10,3,9,10,0,1,0,2,5,3,0,0,0,2,0,1,14,0
14960,5,10,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14961,5,10,2,6,8,1,0,2,0,0,0,0,0,0,0,0,1,3,0
14962,5,10,2,6,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0
14963,5,10,2,6,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0
14964,5,10,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14965,5,10,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14966,5,10,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14967,5,10,2,7,10,0,0,0,0,0,0,1,1,2,2,0,1,7,0
14968,5,10,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14969,5,10,0,0,0,5,0,1,0,1,2,4,2,1,1,2,2,16,0
14970,5,10,0,1,1,26,7,21,25,14,10,20,18,16,15,21,31,198,0
14971,5,10,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,2,0
14972,5,10,0,3,3,3,2,2,2,4,2,1,1,1,8,8,2,33,0
14973,5,10,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14974,5,10,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,5,10,0,4,6,1,2,0,2,2,0,5,0,2,2,2,1,18,0
14976,5,10,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14977,5,10,1,5,7,0,1,0,2,0,0,0,2,0,1,0,0,6,0
14978,5,10,4,10,11,3,5,10,5,3,2,11,7,8,6,1,3,61,0
14979,5,10,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14980,5,10,4,12,13,0,0,0,1,1,1,2,1,0,1,3,0,10,0
14981,5,10,4,13,14,42,46,43,45,33,30,55,38,73,57,56,32,508,0
15180,5,14,6,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15181,5,14,6,15,17,0,0,0,0,0,0,0,0,1,0,0,0,1,2
15182,5,14,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15183,5,14,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15184,5,14,6,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15185,5,14,6,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15186,5,14,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15187,5,14,6,16,16,1,0,0,0,0,0,0,0,0,1,0,0,1,2
15188,5,14,6,16,17,0,0,1,0,0,0,2,0,0,0,0,0,3,2
15189,5,14,6,16,18,0,0,0,0,0,1,0,0,0,0,0,0,1,2
15190,5,14,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15191,5,14,6,16,20,1,0,0,0,0,0,0,0,0,0,0,0,0,2
15192,5,14,6,16,10,0,1,0,0,0,0,0,0,0,1,0,1,3,2
15193,5,14,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15194,5,14,7,17,21,0,1,0,0,0,0,1,1,0,1,0,1,5,2
15195,5,14,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15196,5,14,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15197,5,14,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15198,5,14,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15199,5,14,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15200,5,14,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15201,5,14,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15202,5,14,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15203,5,14,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15204,5,14,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15205,5,14,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15206,5,14,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15207,5,14,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15208,5,14,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15209,5,14,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15210,5,14,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15211,5,14,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15212,5,14,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15213,5,14,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15214,5,14,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2
