VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P2_1,P2_2,P2_3,cve_est,cve_mun,cluster
5,3,1,1,1,1,1,2,1,1,10,5,1
1,3,1,1,1,1,1,4,1,1,10,5,1
2,3,1,1,1,1,1,2,1,1,10,5,1
3,3,1,1,1,1,1,3,1,1,10,5,1
4,3,1,1,1,1,1,3,1,1,10,5,1
4,2,1,1,1,1,1,6,1,1,10,5,1
2,2,2,1,1,1,2,1,1,1,10,5,1
4,2,1,1,1,1,1,3,1,1,10,5,1
1,3,1,1,1,1,1,4,1,1,10,5,1
3,3,1,1,1,1,1,3,1,1,10,5,1
5,2,1,1,1,1,1,2,1,1,10,5,1
1,3,1,1,1,1,1,6,1,1,10,5,1
4,3,1,1,1,1,1,4,1,1,10,5,1
5,2,1,1,1,1,1,2,1,1,10,5,1
1,3,1,1,1,1,1,1,1,1,10,5,1
2,3,1,1,1,1,1,3,1,1,10,5,1
1,3,1,1,1,1,1,4,1,1,10,5,1
2,2,1,1,1,1,1,6,1,1,10,5,1
3,3,1,1,1,1,1,1,1,1,10,5,1
4,3,1,1,1,1,1,5,1,1,10,5,1
5,3,1,1,1,1,1,1,1,1,10,5,1
1,2,1,1,1,1,1,3,1,1,10,5,1
3,3,1,1,1,1,1,1,1,1,10,5,1
4,3,1,1,1,1,1,2,1,1,10,5,1
1,3,1,1,1,1,1,1,1,1,10,5,1
4,3,1,1,1,1,1,5,1,1,10,5,1
2,2,1,1,1,1,1,2,1,1,10,5,1
3,3,1,1,1,1,1,3,1,1,10,5,1
4,2,1,1,1,2,2,3,1,1,10,5,1
1,2,1,1,1,1,1,7,1,1,10,5,1
2,2,1,1,1,1,2,8,1,1,10,5,1
3,2,1,1,1,1,1,7,1,1,10,5,1
5,3,1,1,1,2,2,2,1,1,9,17,0
1,2,1,1,1,1,1,10,1,1,9,17,0
2,3,1,1,1,1,1,5,1,1,9,17,0
3,3,1,1,1,1,1,1,1,1,9,17,0
4,3,1,1,1,1,1,4,1,1,9,17,0
5,3,1,1,1,1,1,4,1,1,9,17,0
1,3,1,1,1,1,1,3,1,1,9,17,0
2,3,1,1,1,1,1,4,1,1,9,17,0
4,3,1,1,1,1,1,4,1,1,9,17,0
5,3,1,1,1,1,1,2,1,1,9,17,0
2,3,1,1,1,1,1,2,1,1,9,17,0
3,3,1,1,1,1,1,1,1,1,9,17,0
4,3,1,1,1,1,1,5,1,1,9,17,0
5,3,1,1,1,1,1,2,1,1,9,17,0
1,3,1,1,1,1,1,3,1,1,9,17,0
2,3,1,1,1,1,1,1,1,1,9,17,0
3,3,1,1,1,1,1,3,1,1,9,17,0
4,3,1,1,1,1,1,4,1,1,9,17,0
5,3,1,1,1,1,1,2,1,1,9,17,0
1,3,1,1,1,1,1,2,1,1,9,17,0
2,3,1,1,1,1,1,6,1,1,9,17,0
3,3,1,1,1,1,1,2,1,1,9,17,0
4,3,1,1,1,1,1,4,1,1,9,17,0
2,3,1,1,1,1,1,3,1,1,9,17,0
3,3,1,1,1,1,1,2,1,1,9,17,0
4,3,1,1,1,1,1,5,1,1,9,17,0
5,3,1,1,1,1,1,3,1,1,9,17,0
1,3,1,1,1,1,1,5,1,1,9,17,0
2,2,1,1,1,1,1,1,1,1,9,17,0
3,3,1,1,1,1,1,3,1,1,9,17,0
4,2,1,1,1,1,1,3,1,1,9,17,0
5,3,1,1,1,1,1,1,1,1,9,17,0
3,3,1,1,1,1,2,1,1,1,9,17,0
16,2,2,2,1,1,1,5,1,1,9,9,2
18,2,2,2,1,1,1,4,1,1,9,9,2
19,2,2,2,1,1,1,4,1,1,9,9,2
20,2,1,2,1,1,1,4,1,1,9,9,2
1,3,1,2,1,1,1,5,1,1,9,9,0
3,3,2,2,1,1,1,3,1,1,9,9,0
4,2,5,2,1,1,2,1,1,1,9,9,0
5,2,5,2,1,1,1,5,1,1,9,9,0
6,2,1,2,1,1,1,5,1,1,9,9,0
7,2,1,2,1,1,1,2,1,1,9,9,0
8,2,2,2,1,1,2,2,1,1,9,9,2
9,2,2,1,1,1,1,4,1,1,9,9,2
10,2,1,2,1,2,2,1,1,1,9,9,2
11,2,1,2,1,2,2,3,1,1,9,9,2
12,2,3,2,1,2,2,2,1,1,9,9,2
13,2,1,2,1,1,1,3,1,1,9,9,2
15,2,1,2,1,2,1,3,1,1,9,9,2
16,2,1,2,1,1,2,4,1,1,9,9,2
18,2,1,2,1,1,1,4,1,1,9,9,2
19,3,1,2,1,1,1,5,1,1,9,9,2
20,2,1,2,1,1,2,5,1,1,9,9,2
1,3,2,1,1,1,2,2,1,1,9,9,0
2,2,1,1,1,1,1,4,1,1,9,9,0
3,2,1,1,1,1,1,5,1,1,9,9,0
4,2,2,1,1,2,2,4,1,1,9,9,0
5,2,2,1,1,1,2,5,1,1,9,9,0
6,2,2,2,1,1,1,5,1,1,9,9,2
7,2,5,1,1,1,1,2,1,1,9,9,0
8,2,6,2,1,1,2,4,1,1,9,9,2
9,2,5,2,1,2,2,5,1,1,9,9,2
10,2,6,1,1,1,2,2,1,1,9,9,2
11,2,4,2,1,2,2,4,1,1,9,9,2
12,2,3,2,1,1,2,5,1,1,9,9,2
13,2,4,1,1,1,2,6,1,1,9,9,2
14,2,2,2,1,1,2,4,1,1,9,9,2
15,2,4,2,1,2,1,5,1,1,9,9,2
16,2,5,2,1,2,1,4,1,1,9,9,2
18,2,5,2,1,1,2,4,1,1,9,9,2
19,2,4,2,1,1,2,2,1,1,9,9,2
5,3,1,1,1,1,1,4,1,1,10,5,1
1,2,1,1,1,1,1,4,1,1,10,5,1
2,3,1,1,1,1,1,2,1,1,10,5,1
3,3,1,1,1,1,1,3,1,1,10,5,1
4,3,1,1,1,1,1,3,1,1,10,5,1
5,3,1,1,1,1,1,5,1,1,10,5,1
2,3,1,1,1,1,1,4,1,1,10,5,1
3,3,1,1,1,1,1,2,1,1,10,5,1
4,3,1,1,1,1,1,2,1,1,10,5,1
5,3,1,1,1,1,1,3,1,1,10,5,1
1,2,1,1,1,1,1,6,2,2,10,5,1
2,2,1,1,1,1,1,6,1,1,10,5,1
4,3,1,1,1,1,1,2,1,1,10,5,1
2,3,1,1,1,1,1,4,1,1,10,5,1
3,3,1,1,1,1,1,4,1,1,10,5,1
4,2,1,1,1,1,1,3,1,1,10,5,1
1,2,1,1,1,1,1,5,1,1,10,5,1
2,1,1,1,1,1,1,5,1,1,10,5,1
3,2,1,1,1,1,2,3,1,1,10,5,1
4,2,1,1,1,1,1,3,1,1,10,5,1
5,3,1,1,1,1,1,4,1,1,10,5,1
1,3,1,1,1,1,1,3,1,1,10,5,1
2,2,1,1,1,1,1,6,1,1,10,5,1
3,3,1,1,1,1,2,5,1,1,10,5,1
4,2,1,1,1,1,2,2,1,1,10,5,1
5,3,1,1,1,1,1,3,1,1,10,5,1
1,3,1,1,1,1,1,5,1,1,10,5,1
2,2,1,1,1,1,1,2,1,1,10,5,1
4,2,1,1,1,1,1,2,1,1,10,5,1
5,2,1,1,1,1,1,1,1,1,10,5,1
1,3,1,1,1,1,1,1,1,1,10,5,1
2,2,1,1,1,1,2,3,1,1,10,5,1
5,3,1,1,1,1,1,2,1,1,10,5,1
1,3,1,1,1,1,1,4,1,1,10,5,1
2,2,1,1,1,1,1,4,1,1,10,5,1
4,2,2,1,1,1,2,1,1,1,10,5,1
5,2,1,1,1,1,1,3,1,1,10,5,1
1,3,1,1,1,1,1,7,1,1,10,5,1
2,2,1,1,1,1,1,4,1,1,10,5,1
3,3,1,1,1,1,1,4,1,1,10,5,1
4,3,1,1,1,1,1,4,1,1,10,5,1
5,3,1,1,1,1,1,2,1,1,10,5,1
1,3,1,1,1,1,1,4,1,1,10,5,1
2,3,1,1,1,1,1,7,1,1,10,5,1
3,3,1,1,1,1,1,5,1,1,10,5,1
4,3,1,1,1,1,1,7,1,1,10,5,1
5,3,1,1,1,1,1,3,1,1,10,5,1
1,3,1,1,1,1,1,2,1,1,10,5,1
2,3,1,1,1,1,1,1,1,1,10,5,1
3,3,1,1,1,1,1,6,1,1,10,5,1
4,3,1,1,1,1,1,5,1,1,10,5,1
5,3,1,1,1,1,2,1,1,1,10,5,1
2,3,1,1,1,1,1,1,1,1,10,5,1
3,2,1,1,1,1,1,4,1,1,10,5,1
4,2,1,1,1,1,1,10,2,2,10,5,1
5,3,1,1,1,1,1,5,1,1,10,5,1
1,2,1,1,1,1,1,2,1,1,10,5,1
2,3,1,1,1,1,1,4,1,1,10,5,1
3,3,1,1,1,1,1,4,1,1,10,5,1
4,3,1,1,1,1,1,4,1,1,10,5,1
1,2,2,1,1,1,1,3,1,1,10,5,1
2,3,1,1,1,1,1,4,1,1,10,5,1
3,2,1,1,1,1,1,3,1,1,10,5,1
4,3,1,1,1,1,1,5,1,1,10,5,1
5,3,1,1,1,1,1,4,1,1,10,5,1
1,2,1,1,1,1,1,6,1,1,10,5,1
2,2,1,1,1,1,1,4,1,1,10,5,1
3,3,1,1,1,1,1,5,1,1,10,5,1
4,3,1,1,1,1,1,4,1,1,10,5,1
5,2,1,1,1,1,1,4,1,1,10,5,1
1,2,1,1,1,1,1,4,1,1,10,5,1
2,2,1,1,1,1,1,2,1,1,10,5,1
4,2,1,1,1,1,1,5,1,1,10,5,1
1,3,1,1,1,1,1,5,1,1,10,5,1
2,3,1,1,1,1,1,6,1,1,10,5,1
4,3,1,1,1,1,1,2,1,1,9,17,0
5,3,1,1,1,1,1,2,1,1,9,17,0
1,3,1,1,1,1,2,2,1,1,9,17,0
2,3,1,1,1,1,1,2,1,1,9,17,0
4,3,1,1,1,1,1,1,1,1,9,17,0
5,3,1,1,1,1,1,5,1,1,9,17,0
1,2,1,1,1,1,1,4,1,1,9,17,0
2,3,1,1,1,1,1,4,1,1,9,17,0
4,3,1,1,1,1,1,4,1,1,9,17,0
5,3,1,1,1,2,2,3,1,1,9,17,0
1,3,1,1,1,1,1,3,1,1,9,17,0
2,3,1,1,1,1,2,1,1,1,9,17,0
4,3,1,1,1,1,1,5,1,1,9,17,0
5,3,1,1,1,1,1,1,1,1,9,17,0
1,3,1,1,1,1,1,5,1,1,9,17,0
3,3,1,1,1,1,1,2,1,1,9,17,0
4,2,1,1,1,1,2,5,1,1,9,17,0
1,2,1,1,1,1,2,2,1,1,9,17,0
2,3,1,1,1,1,1,8,1,1,9,17,0
3,3,1,1,1,1,1,3,1,1,9,17,0
4,3,1,1,1,1,2,1,1,1,9,17,0
5,3,1,1,1,1,1,3,1,1,9,17,0
1,3,1,1,1,1,1,1,1,1,9,17,0
2,3,1,1,1,1,1,8,1,1,9,17,0
3,2,1,1,1,1,1,5,1,1,9,17,0
4,3,1,1,1,1,1,1,1,1,9,17,0
5,3,1,1,1,1,1,3,1,1,9,17,0
1,3,1,1,1,1,1,3,1,1,9,17,0
2,3,1,1,1,1,1,4,1,1,9,17,0
3,3,1,1,1,1,1,5,1,1,9,17,0
4,3,1,1,1,1,1,2,1,1,9,17,0
1,3,1,1,1,1,1,5,1,1,9,17,0
1,2,1,1,1,1,2,3,1,1,10,5,1
2,3,1,1,1,2,1,4,1,1,10,5,1
3,2,1,1,1,1,1,4,1,1,10,5,1
4,2,1,1,1,1,1,2,1,1,10,5,1
5,3,1,1,1,1,1,3,1,1,10,5,1
1,3,1,1,1,1,1,2,1,1,10,5,1
2,2,1,1,1,1,1,3,1,1,10,5,1
3,3,1,1,1,1,1,4,1,1,10,5,1
4,3,1,1,1,1,1,3,1,1,10,5,1
5,3,1,1,1,1,1,5,1,1,10,5,1
1,2,1,1,1,1,1,6,2,2,10,5,1
3,3,1,1,1,1,1,2,1,1,10,5,1
5,2,1,1,1,1,2,2,1,1,10,5,1
1,3,1,1,1,1,1,2,1,1,10,5,1
2,2,1,1,1,1,2,1,1,1,10,5,1
3,2,1,1,1,1,1,7,1,1,10,5,1
4,3,1,1,1,1,1,5,1,1,10,5,1
5,3,1,1,1,1,1,3,1,1,10,5,1
1,3,1,1,1,1,2,1,1,1,10,5,1
2,2,1,1,1,1,2,2,1,1,10,5,1
3,3,1,1,1,1,1,1,1,1,10,5,1
4,3,1,1,1,1,1,1,1,1,10,5,1
5,2,1,1,1,1,2,2,1,1,10,5,1
1,3,1,1,1,1,1,4,1,1,10,5,1
2,3,1,1,1,1,1,4,1,1,10,5,1
3,3,1,1,1,1,1,3,1,1,10,5,1
4,3,1,1,1,1,1,4,1,1,10,5,1
5,3,1,1,1,1,2,2,1,1,10,5,1
1,3,1,1,1,1,1,6,1,1,10,5,1
2,3,1,1,1,1,1,4,1,1,10,5,1
4,3,1,1,1,1,1,4,1,1,10,5,1
5,3,1,1,1,1,1,4,1,1,10,5,1
2,3,1,1,1,1,1,4,1,1,10,5,1
3,3,1,1,1,1,1,3,1,1,10,5,1
4,3,1,1,1,1,1,4,1,1,10,5,1
5,3,1,1,1,1,1,5,1,1,10,5,1
3,2,1,1,1,1,2,2,1,1,10,5,1
4,2,1,1,1,1,1,11,2,3,10,5,2
5,2,1,1,1,1,1,2,1,1,10,5,1
1,3,1,1,1,1,1,1,1,1,10,5,1
4,3,1,1,1,1,1,5,1,1,10,5,1
5,3,1,1,1,1,1,3,1,1,10,5,1
1,2,1,1,1,1,2,4,1,1,10,5,1
3,3,1,1,1,1,1,3,1,1,10,5,1
4,2,1,1,1,1,1,4,1,1,10,5,1
5,2,1,1,1,1,1,1,1,1,10,5,1
1,3,1,1,1,1,1,5,1,1,10,5,1
2,3,1,1,1,1,1,2,1,1,10,5,1
1,3,1,1,1,1,1,2,1,1,10,5,1
2,3,1,1,1,1,1,4,1,1,10,5,1
5,3,1,1,1,1,1,5,1,1,10,5,1
1,3,1,1,1,1,1,7,1,1,10,5,1
2,3,1,1,1,1,1,3,1,1,10,5,1
4,3,1,1,1,1,1,2,1,1,10,5,1
5,3,1,1,1,1,1,3,1,1,10,5,1
1,3,1,1,1,1,1,3,1,1,10,5,1
2,3,1,1,1,1,1,3,1,1,10,5,1
4,3,1,1,1,2,2,2,1,1,10,5,1
5,3,1,1,1,1,1,3,1,1,10,5,1
1,2,1,1,1,1,1,4,1,1,10,5,1
2,2,1,1,1,1,1,3,1,1,10,5,1
3,2,1,1,1,1,1,3,1,1,10,5,1
4,2,1,1,1,1,1,3,1,1,10,5,1
5,3,1,1,1,1,1,4,1,1,10,5,1
1,3,1,1,1,1,1,2,1,1,10,5,1
2,2,1,1,1,1,1,2,1,1,10,5,1
4,3,1,1,1,1,1,3,1,1,10,5,1
3,3,1,1,1,1,1,4,1,1,10,5,1
4,1,2,1,1,1,2,14,2,2,10,5,2
5,1,2,1,1,2,2,2,1,1,10,5,1
1,2,1,1,1,1,1,2,1,1,10,5,1
3,3,1,1,1,1,1,4,1,1,10,5,1
4,2,1,1,1,1,2,3,1,1,10,5,1
5,3,1,1,1,1,1,1,1,1,10,5,1
1,3,1,1,1,1,2,3,1,1,10,5,1
2,3,1,1,1,1,1,6,1,1,10,5,1
3,3,1,1,1,1,1,4,1,1,10,5,1
4,3,1,1,1,1,2,4,1,1,10,5,1
5,3,1,1,1,1,1,4,1,1,10,5,1
2,3,1,1,1,1,1,2,1,1,10,5,1
3,3,1,1,1,1,1,1,1,1,10,5,1
4,3,1,1,1,1,2,4,1,1,10,5,1
5,3,1,1,1,1,1,8,2,2,10,5,1
1,3,1,1,1,1,1,3,1,1,10,5,1
2,3,1,1,1,1,2,2,1,1,10,5,1
3,3,1,1,1,1,1,7,1,1,10,5,1
4,3,1,1,1,1,1,5,1,1,10,5,1
5,3,1,1,1,1,1,3,1,1,10,5,1
1,3,1,1,1,1,1,1,1,1,10,5,1
2,3,1,1,1,1,1,5,1,1,10,5,1
3,3,1,1,1,1,1,2,1,1,10,5,1
4,3,1,1,1,1,1,4,1,1,10,5,1
5,3,1,1,1,1,1,1,1,1,10,5,1
1,3,1,1,1,1,1,3,1,1,10,5,1
2,2,1,1,1,1,2,4,1,1,10,5,1
3,2,1,1,1,1,1,1,1,1,10,5,1
4,3,1,1,1,1,1,7,1,1,10,5,1
1,3,1,1,1,1,1,3,1,1,10,5,1
2,3,1,1,1,2,1,1,1,1,10,5,1
3,3,1,1,1,1,1,4,1,1,10,5,1
4,3,1,1,1,1,1,3,1,1,10,5,1
1,3,1,1,1,1,1,1,1,1,10,5,1
2,3,1,1,1,1,2,4,1,1,10,5,1
3,3,1,1,1,1,1,4,1,1,10,5,1
4,3,1,1,1,1,1,4,1,1,10,5,1
2,3,1,1,1,1,1,2,1,1,9,17,0
3,3,1,1,1,1,1,3,1,1,9,17,0
4,3,1,1,1,1,1,4,1,1,9,17,0
5,3,1,1,1,1,2,1,1,1,9,17,0
1,3,1,1,1,1,1,5,1,1,9,17,0
2,3,1,1,1,1,1,3,1,1,9,17,0
3,3,1,1,1,1,1,4,1,1,9,17,0
5,3,1,1,1,1,1,5,1,1,9,17,0
1,3,1,1,1,1,1,2,1,1,9,17,0
2,3,1,1,1,1,2,1,1,1,9,17,0
3,2,1,1,1,1,1,3,1,1,9,17,0
5,3,1,1,1,1,1,5,1,1,9,17,0
2,3,1,1,1,1,1,2,1,1,9,17,0
3,3,1,1,1,1,1,4,1,1,9,17,0
4,3,1,1,1,1,1,3,1,1,9,17,0
5,3,1,1,1,1,1,4,1,1,9,17,0
1,3,1,1,1,1,1,3,1,1,9,17,0
2,3,1,1,1,1,2,2,1,1,9,17,0
3,3,1,1,1,1,1,4,1,1,9,17,0
4,3,1,1,1,1,1,3,1,1,9,17,0
5,3,1,1,1,1,1,1,1,1,9,17,0
1,3,1,1,1,1,1,5,1,1,9,17,0
2,3,1,1,1,1,1,1,1,1,9,17,0
3,3,1,1,1,1,1,2,1,1,9,17,0
4,3,1,1,1,1,1,1,1,1,9,17,0
5,3,1,1,1,1,2,5,1,1,9,17,0
1,3,1,1,1,1,1,5,1,1,9,17,0
2,2,1,1,1,1,1,2,1,1,9,17,0
3,3,1,1,1,1,1,2,1,1,9,17,0
4,3,1,1,1,1,1,3,1,1,9,17,0
5,3,1,1,1,1,1,8,1,1,9,17,0
1,3,1,1,1,1,1,3,1,1,9,4,1
2,3,1,1,1,1,2,6,2,2,9,4,1
3,3,2,1,1,1,1,4,1,1,9,4,1
4,3,1,1,1,1,1,4,1,1,9,4,1
1,3,1,1,1,1,2,2,1,1,10,5,1
2,3,1,1,1,1,1,3,1,1,10,5,1
3,3,1,1,1,1,1,4,1,1,10,5,1
4,3,1,1,1,1,1,3,1,1,10,5,1
5,3,1,1,1,1,1,2,1,1,10,5,1
1,3,1,1,1,1,2,9,1,1,10,5,1
2,3,1,1,1,1,1,5,1,1,10,5,1
3,3,1,1,1,1,1,4,1,1,10,5,1
5,3,1,1,1,1,1,1,1,1,10,5,1
1,3,1,1,1,1,1,3,1,1,10,5,1
2,3,1,1,1,1,1,4,1,1,10,5,1
3,3,1,1,1,1,1,1,1,1,10,5,1
4,3,1,1,1,1,1,4,1,1,10,5,1
5,3,1,1,1,1,1,3,1,1,10,5,1
1,3,1,1,1,1,1,5,1,1,10,5,1
2,3,1,1,1,1,1,2,1,1,10,5,1
3,3,1,1,1,1,1,4,1,1,10,5,1
4,3,1,1,1,1,1,2,1,1,10,5,1
1,3,1,1,1,1,1,4,1,1,10,5,1
2,3,1,1,1,1,1,3,1,1,10,5,1
4,3,1,1,1,1,1,5,1,1,10,5,1
5,3,1,1,1,1,2,4,1,1,10,5,1
2,2,1,1,1,1,1,2,1,1,10,5,1
4,3,1,1,1,1,1,3,1,1,10,5,1
5,2,1,1,1,1,1,3,1,1,10,5,1
1,3,1,1,1,1,1,3,1,1,10,5,1
2,3,1,1,1,1,2,1,1,1,10,5,1
3,3,1,1,1,1,2,4,1,1,10,5,1
4,2,1,1,1,1,2,1,1,1,10,5,1
5,3,1,1,1,1,1,3,1,1,10,5,1
1,3,1,1,1,1,1,1,1,1,10,5,1
2,3,1,1,1,1,2,4,1,1,10,5,1
3,3,1,1,1,1,1,5,1,1,10,5,1
4,3,1,1,1,1,1,1,1,1,10,5,1
5,2,1,1,1,1,1,6,1,1,10,5,1
1,3,1,1,1,1,1,1,1,1,10,5,1
3,3,1,1,1,1,2,1,1,1,10,5,1
5,3,1,1,1,1,1,2,1,1,10,5,1
1,2,1,1,1,1,2,4,1,1,10,5,1
3,3,1,1,1,1,1,4,1,1,10,5,1
4,3,1,1,1,1,1,4,1,1,10,5,1
5,2,1,1,1,1,1,3,1,1,10,5,1
1,3,1,1,1,1,1,3,1,1,10,5,1
2,3,1,1,1,1,1,2,1,1,10,5,1
3,3,1,1,1,1,2,3,1,1,10,5,1
4,3,1,1,1,1,1,4,1,1,10,5,1
5,3,1,1,1,1,1,3,1,1,10,5,1
2,3,1,1,1,1,1,4,1,1,10,5,1
4,3,1,1,1,1,1,5,1,1,10,5,1
5,3,1,1,1,1,1,4,1,1,10,5,1
1,2,1,1,1,1,1,7,1,1,10,5,1
2,3,1,1,1,1,1,3,1,1,10,5,1
3,3,1,1,1,1,1,8,1,1,10,5,1
4,2,1,1,1,1,1,5,1,1,10,5,1
5,2,2,1,1,2,2,8,1,1,10,5,1
1,3,1,1,1,1,2,1,1,1,10,5,1
2,3,1,1,1,1,1,3,1,1,10,5,1
4,2,1,1,1,2,2,2,1,1,10,5,1
1,3,1,1,1,1,1,7,1,1,10,5,1
2,3,1,1,1,1,2,4,1,1,10,5,1
3,2,1,1,1,1,1,5,1,1,10,5,1
4,2,1,1,1,1,1,9,1,1,10,5,1
1,2,1,1,1,1,1,2,1,1,10,5,1
2,3,1,1,1,1,1,5,1,1,10,5,1
3,2,1,1,1,1,1,4,1,1,10,5,1
4,3,1,1,1,1,2,1,1,1,10,5,1
1,2,2,1,1,2,2,4,1,1,10,5,1
2,3,1,1,1,1,1,3,1,1,10,5,1
3,2,1,1,1,1,1,3,1,1,10,5,1
5,3,1,1,1,1,1,7,1,1,10,5,1
1,3,1,1,1,1,1,4,1,1,10,5,1
5,3,1,1,1,1,1,2,1,1,10,5,1
1,2,1,1,1,1,1,2,1,1,10,5,1
2,2,1,1,1,1,1,8,1,1,10,5,1
3,2,1,1,1,1,2,6,1,1,10,5,1
2,2,1,1,1,1,1,3,1,1,10,5,1
3,2,1,1,1,1,2,11,1,1,10,5,1
4,2,1,1,1,1,1,11,1,1,10,5,2
5,2,2,1,1,1,2,4,1,1,10,5,1
1,2,1,1,1,1,1,5,1,1,10,5,1
2,3,1,1,1,1,1,4,1,1,10,5,1
3,3,1,1,1,1,1,2,1,1,10,5,1
4,3,1,1,1,1,1,4,1,1,10,5,1
5,2,1,1,1,2,1,5,1,1,10,5,1
1,3,1,1,1,1,1,5,1,1,10,5,1
2,3,1,1,1,1,1,4,1,1,10,5,1
3,3,1,1,1,1,1,3,1,1,10,5,1
4,2,1,1,1,1,2,5,1,1,10,5,1
5,2,1,1,1,1,2,7,1,1,10,5,1
1,3,1,1,1,1,1,4,1,1,10,5,1
2,3,1,1,1,1,1,4,1,1,10,5,1
3,2,1,1,1,1,1,3,1,1,10,5,1
4,3,1,1,1,1,1,4,1,1,10,5,1
5,3,1,1,1,1,1,4,1,1,10,5,1
1,2,1,1,1,1,1,4,1,1,10,5,1
2,2,1,1,1,1,1,5,1,1,10,5,1
3,3,1,1,1,1,1,7,1,1,10,5,1
4,3,1,1,1,1,1,5,1,1,10,5,1
5,2,1,1,1,1,1,5,1,1,10,5,1
1,3,2,1,1,1,2,4,1,1,10,5,1
3,3,1,1,1,1,1,2,1,1,10,5,1
4,2,1,1,1,1,2,4,1,1,10,5,1
5,3,1,1,1,1,1,4,1,1,10,5,1
2,2,1,1,1,1,1,5,1,1,10,5,1
3,3,1,1,1,1,1,5,1,1,10,5,1
4,3,1,1,1,1,1,6,1,1,10,5,1
5,2,1,1,1,1,1,10,2,2,10,5,2
1,3,1,1,1,1,1,3,1,1,10,5,1
2,2,1,1,1,1,1,2,1,1,10,5,1
3,3,1,1,1,1,1,3,1,1,10,5,1
1,2,1,1,1,1,1,3,1,1,9,4,1
2,2,2,2,1,1,1,5,1,1,9,4,1
3,3,1,1,1,1,1,2,1,1,9,4,1
4,2,2,2,1,1,1,1,1,1,9,4,1
1,3,1,1,1,1,1,3,1,1,9,9,0
2,2,2,1,1,1,2,1,1,1,9,9,0
3,2,1,1,1,1,2,1,1,1,9,9,0
4,2,1,1,1,2,1,4,1,1,9,9,0
1,2,1,1,1,1,1,4,1,1,9,9,0
2,2,1,1,1,1,1,5,1,1,9,9,0
3,3,1,1,1,1,2,4,1,1,9,9,0
4,2,1,1,1,1,2,3,1,1,9,9,0
5,2,1,2,1,1,1,5,1,1,9,9,0
1,2,1,1,1,1,2,3,1,1,9,11,0
2,3,1,1,1,1,1,1,1,1,9,11,0
3,2,1,1,1,1,1,3,1,1,9,11,0
5,2,1,1,1,2,1,6,1,1,9,11,0
1,2,1,1,1,1,1,2,1,1,9,11,0
2,3,1,1,1,1,1,2,1,1,9,11,0
4,2,1,1,1,1,1,3,1,1,9,11,0
5,2,1,1,1,1,1,5,1,1,9,11,0
2,2,2,2,1,2,2,5,1,1,9,12,0
3,2,2,2,1,2,1,4,1,1,9,12,0
4,2,1,2,1,1,1,7,1,1,9,12,0
5,2,5,2,1,1,1,2,1,1,9,12,0
1,3,1,1,1,1,2,5,1,1,9,12,0
2,2,1,1,1,1,2,4,1,1,9,12,0
3,2,2,1,1,2,2,1,1,1,9,12,0
4,3,1,1,1,1,1,4,1,1,9,12,0
5,3,1,1,1,1,1,3,1,1,9,12,0
1,2,1,1,1,1,2,1,1,1,9,9,0
2,2,1,1,1,1,1,1,1,1,9,9,0
3,3,1,1,1,1,1,6,1,1,9,9,0
4,2,1,1,1,1,1,3,1,1,9,9,0
4,3,1,1,1,1,1,4,1,1,10,5,1
5,3,1,1,1,1,1,1,1,1,10,5,1
1,3,1,1,1,1,1,3,1,1,10,5,1
2,2,1,1,1,1,1,3,1,1,10,5,1
3,3,1,1,1,1,1,2,1,1,10,5,1
4,3,1,1,1,1,1,4,1,1,10,5,1
5,3,1,1,1,1,1,3,1,1,10,5,1
4,2,1,1,1,1,1,5,2,2,10,5,1
5,3,1,1,1,1,1,3,1,1,10,5,1
1,3,1,1,1,1,1,4,1,1,10,5,1
2,2,1,1,1,1,1,6,1,1,10,5,1
4,2,1,1,1,1,1,1,1,1,10,5,1
5,3,1,1,1,1,1,5,1,1,10,5,1
1,3,1,1,1,1,1,5,1,1,10,5,1
2,3,1,1,1,1,1,2,1,1,10,5,1
3,3,1,1,1,1,1,4,1,1,10,5,1
5,3,1,1,1,1,1,4,1,1,10,5,1
4,3,1,1,1,1,1,4,1,1,10,5,1
2,3,1,1,1,1,1,1,1,1,10,5,1
4,3,1,1,1,1,1,7,1,1,10,5,1
1,3,1,1,1,1,1,1,1,1,10,5,1
2,3,1,1,1,1,1,4,1,1,10,5,1
3,3,1,1,1,1,1,4,1,1,10,5,1
4,3,1,1,1,1,1,5,1,1,10,5,1
5,3,1,1,1,1,1,4,1,1,10,5,1
1,3,1,1,1,1,1,2,1,1,10,5,1
2,2,1,1,1,1,1,5,1,1,10,5,1
3,3,1,1,1,1,2,1,1,1,10,5,1
4,3,1,1,1,1,1,4,1,1,10,5,1
5,3,1,1,1,1,1,4,1,1,10,5,1
1,2,1,1,1,1,1,7,1,1,10,5,1
2,3,1,1,1,1,1,4,1,1,10,5,1
3,3,2,1,1,1,1,4,1,1,10,5,1
2,3,1,1,1,1,1,6,1,1,10,5,1
3,2,1,1,1,1,1,4,1,1,10,5,1
4,2,2,1,1,1,2,1,1,1,10,5,1
5,2,1,1,1,1,1,5,1,1,10,5,1
1,3,1,1,1,1,1,3,1,1,10,5,1
2,3,1,1,1,1,1,6,1,1,10,5,1
3,3,1,1,1,1,1,3,1,1,10,5,1
